starttime	ttime	endtime
1704062319.4785144	6.270408630371094e-05	1704062319.4785771
1704062319.4785807	7.176399230957031e-05	1704062319.4786525
1704062319.4786563	6.437301635742188e-05	1704062319.4787207
1704062319.4787242	6.437301635742188e-05	1704062319.4787886
1704062319.4787922	6.461143493652344e-05	1704062319.4788568
1704062319.4788606	5.888938903808594e-05	1704062319.4789195
1704062319.4789233	6.318092346191406e-05	1704062319.4789865
1704062319.47899	6.461143493652344e-05	1704062319.4790547
1704062319.4790583	6.413459777832031e-05	1704062319.4791224
1704062319.479126	6.389617919921875e-05	1704062319.4791899
1704062319.4791937	6.67572021484375e-05	1704062319.4792604
1704062319.4792638	6.031990051269531e-05	1704062319.479324
1704062319.4793274	6.031990051269531e-05	1704062319.4793878
1704062319.4793909	6.008148193359375e-05	1704062319.479451
1704062319.4794543	5.9604644775390625e-05	1704062319.479514
1704062319.4795172	5.817413330078125e-05	1704062319.4795754
1704062319.4795804	8.273124694824219e-05	1704062319.4796631
1704062319.4796681	8.320808410644531e-05	1704062319.4797513
1704062319.4797564	8.392333984375e-05	1704062319.4798403
1704062319.4798453	8.440017700195312e-05	1704062319.4799297
1704062319.4799345	8.440017700195312e-05	1704062319.4800189
1704062319.4800239	9.512901306152344e-05	1704062319.480119
1704062319.480124	8.416175842285156e-05	1704062319.4802082
