starttime	seconds	ctime	dtime	ttime	wait
Sun Dec 31 15:40:09 2023	1704033609	0	10029	10029	10012
Sun Dec 31 15:51:00 2023	1704034260	0	10029	10029	10019
Sun Dec 31 15:46:50 2023	1704034010	0	10029	10029	10018
Sun Dec 31 15:52:51 2023	1704034371	0	10029	10029	10013
Sun Dec 31 15:50:30 2023	1704034230	0	10029	10029	10014
Sun Dec 31 15:47:20 2023	1704034040	0	10029	10029	10018
Sun Dec 31 15:39:59 2023	1704033599	0	10029	10029	10014
Sun Dec 31 15:51:20 2023	1704034280	0	10029	10029	10018
Sun Dec 31 15:47:10 2023	1704034030	0	10029	10029	10018
Sun Dec 31 15:51:10 2023	1704034270	0	10029	10029	10012
Sun Dec 31 15:47:40 2023	1704034060	0	10029	10029	10013
Sun Dec 31 15:47:00 2023	1704034020	0	10029	10029	10019
Sun Dec 31 15:48:00 2023	1704034080	0	10029	10029	10016
Sun Dec 31 15:47:50 2023	1704034070	0	10029	10029	10014
Sun Dec 31 15:48:10 2023	1704034090	0	10029	10029	10014
Sun Dec 31 15:49:20 2023	1704034160	0	10029	10030	10017
Sun Dec 31 15:40:59 2023	1704033659	0	10029	10030	10016
Sun Dec 31 15:46:30 2023	1704033990	0	10030	10030	10016
Sun Dec 31 15:48:30 2023	1704034110	0	10030	10030	10016
Sun Dec 31 15:48:20 2023	1704034100	0	10029	10030	10018
Sun Dec 31 15:45:29 2023	1704033929	0	10029	10030	10017
Sun Dec 31 15:51:00 2023	1704034260	0	10030	10030	10017
Sun Dec 31 15:47:50 2023	1704034070	0	10030	10030	10013
Sun Dec 31 15:47:20 2023	1704034040	0	10030	10030	10017
Sun Dec 31 15:39:59 2023	1704033599	0	10030	10030	10015
Sun Dec 31 15:46:10 2023	1704033970	0	10030	10030	10014
Sun Dec 31 15:48:20 2023	1704034100	0	10030	10030	10013
Sun Dec 31 15:49:00 2023	1704034140	0	10030	10030	10013
Sun Dec 31 15:48:20 2023	1704034100	0	10030	10030	10019
Sun Dec 31 15:48:20 2023	1704034100	0	10030	10030	10018
Sun Dec 31 15:46:10 2023	1704033970	0	10030	10030	10018
Sun Dec 31 15:50:20 2023	1704034220	0	10030	10030	10013
Sun Dec 31 15:47:00 2023	1704034020	0	10030	10030	10019
Sun Dec 31 15:52:10 2023	1704034330	0	10030	10030	10013
Sun Dec 31 15:50:40 2023	1704034240	0	10030	10030	10015
Sun Dec 31 15:48:50 2023	1704034130	0	10030	10030	10014
Sun Dec 31 15:52:21 2023	1704034341	0	10030	10030	10015
Sun Dec 31 15:48:20 2023	1704034100	0	10030	10030	10019
Sun Dec 31 15:39:49 2023	1704033589	0	10030	10030	10019
Sun Dec 31 15:49:10 2023	1704034150	0	10030	10030	10016
Sun Dec 31 15:48:00 2023	1704034080	0	10030	10030	10019
Sun Dec 31 15:39:49 2023	1704033589	0	10030	10030	10019
Sun Dec 31 15:48:00 2023	1704034080	0	10031	10031	10015
Sun Dec 31 15:49:10 2023	1704034150	0	10031	10031	10019
Sun Dec 31 15:51:10 2023	1704034270	0	10031	10031	10014
Sun Dec 31 15:45:29 2023	1704033929	0	10031	10031	10019
Sun Dec 31 15:48:20 2023	1704034100	0	10031	10031	10017
Sun Dec 31 15:45:29 2023	1704033929	0	10031	10031	10019
Sun Dec 31 15:52:21 2023	1704034341	0	10031	10031	10013
Sun Dec 31 15:48:00 2023	1704034080	0	10031	10031	10014
Sun Dec 31 15:46:10 2023	1704033970	0	10031	10031	10015
Sun Dec 31 15:49:20 2023	1704034160	0	10031	10031	10017
Sun Dec 31 15:50:00 2023	1704034200	0	10031	10031	10013
Sun Dec 31 15:49:30 2023	1704034170	0	10031	10031	10019
Sun Dec 31 15:46:30 2023	1704033990	0	10031	10031	10015
Sun Dec 31 15:49:30 2023	1704034170	0	10031	10031	10019
Sun Dec 31 15:49:00 2023	1704034140	0	10031	10031	10019
Sun Dec 31 15:49:00 2023	1704034140	0	10031	10031	10015
Sun Dec 31 15:49:30 2023	1704034170	0	10031	10031	10018
Sun Dec 31 15:47:10 2023	1704034030	0	10031	10031	10013
Sun Dec 31 15:36:28 2023	1704033388	0	10031	10031	10019
Sun Dec 31 15:51:10 2023	1704034270	0	10031	10031	10015
Sun Dec 31 15:45:39 2023	1704033939	0	10031	10031	10015
Sun Dec 31 15:49:10 2023	1704034150	0	10031	10031	10021
Sun Dec 31 15:47:20 2023	1704034040	0	10031	10032	10019
Sun Dec 31 15:49:10 2023	1704034150	0	10031	10032	10020
Sun Dec 31 15:47:20 2023	1704034040	0	10032	10032	10020
Sun Dec 31 15:49:10 2023	1704034150	0	10032	10032	10021
Sun Dec 31 15:47:40 2023	1704034060	0	10032	10032	10015
Sun Dec 31 15:39:49 2023	1704033589	0	10032	10032	10016
Sun Dec 31 15:52:21 2023	1704034341	0	10032	10032	10018
Sun Dec 31 15:49:10 2023	1704034150	0	10032	10032	10019
Sun Dec 31 15:49:00 2023	1704034140	0	10032	10032	10014
Sun Dec 31 15:48:20 2023	1704034100	0	10032	10032	10020
Sun Dec 31 15:51:10 2023	1704034270	0	10032	10032	10017
Sun Dec 31 15:40:59 2023	1704033659	0	10033	10033	10015
Sun Dec 31 15:51:00 2023	1704034260	0	10033	10033	10016
Sun Dec 31 15:40:59 2023	1704033659	0	10033	10033	10014
Sun Dec 31 15:39:49 2023	1704033589	0	10033	10033	10021
Sun Dec 31 15:47:50 2023	1704034070	0	10033	10033	10013
Sun Dec 31 15:49:10 2023	1704034150	0	10034	10034	10021
Sun Dec 31 15:49:30 2023	1704034170	0	10034	10034	10022
Sun Dec 31 15:47:20 2023	1704034040	0	10034	10034	10019
Sun Dec 31 15:51:10 2023	1704034270	0	10034	10034	10013
Sun Dec 31 15:39:49 2023	1704033589	0	10034	10035	10023
Sun Dec 31 15:47:00 2023	1704034020	0	10035	10035	10013
Sun Dec 31 15:49:10 2023	1704034150	0	10035	10035	10021
Sun Dec 31 15:47:20 2023	1704034040	0	10036	10036	10021
